token	corpus size	all contexts size	frequency	co-frequency	specificity
2019	33078	17483	23	18	2.09
Jacquette	33078	17483	11	10	2.05
function	33078	17483	11	10	2.05
paradigms	33078	17483	11	10	2.05
datalog	33078	17483	11	10	2.05
2005	33078	17483	17	14	2.02
both	33078	17483	33	24	2.00
gates	33078	17483	25	19	1.97
3	33078	17483	67	44	1.97
symbolic	33078	17483	7	7	1.94
53	33078	17483	7	7	1.94
temporal	33078	17483	7	7	1.94
electronic	33078	17483	7	7	1.94
normal	33078	17483	7	7	1.94
Answer	33078	17483	7	7	1.94
ACM	33078	17483	7	7	1.94
popular	33078	17483	7	7	1.94
well-founded	33078	17483	7	7	1.94
Probabilistic	33078	17483	7	7	1.94
survey	33078	17483	7	7	1.94
b	33078	17483	30	22	1.94
A	33078	17483	80	51	1.88
12	33078	17483	19	15	1.87
Horn	33078	17483	16	13	1.83
edit	33078	17483	10	9	1.82
functional	33078	17483	10	9	1.82
modal	33078	17483	24	18	1.82
examples	33078	17483	24	18	1.82
Mathematical	33078	17483	13	11	1.81
using	33078	17483	58	38	1.79
include	33078	17483	26	19	1.73
Systems	33078	17483	6	6	1.66
extend	33078	17483	6	6	1.66
28	33078	17483	6	6	1.66
Syntax	33078	17483	6	6	1.66
default	33078	17483	6	6	1.66
PDF	33078	17483	6	6	1.66
dynamic	33078	17483	6	6	1.66
deduction	33078	17483	6	6	1.66
CPLD	33078	17483	6	6	1.66
Functional	33078	17483	6	6	1.66
Nienhuys-Cheng	33078	17483	6	6	1.66
Shan-hwei	33078	17483	6	6	1.66
Ronald	33078	17483	6	6	1.66
Sarma	33078	17483	6	6	1.66
Berners-Lee	33078	17483	6	6	1.66
data	33078	17483	47	31	1.63
a	33078	17483	697	377	1.61
new	33078	17483	20	15	1.60
There	33078	17483	9	8	1.59
Another	33078	17483	9	8	1.59
algebra	33078	17483	9	8	1.59
Johnson	33078	17483	9	8	1.59
long	33078	17483	9	8	1.59
V	33078	17483	9	8	1.59
resolution	33078	17483	9	8	1.59
linear	33078	17483	9	8	1.59
2	33078	17483	75	46	1.50
state	33078	17483	14	11	1.46
T	33078	17483	14	11	1.46
model	33078	17483	45	29	1.45
concepts	33078	17483	19	14	1.44
history	33078	17483	19	14	1.44
artificial	33078	17483	19	14	1.44
We	33078	17483	19	14	1.44
paradigm	33078	17483	19	14	1.44
When	33078	17483	11	9	1.41
apply	33078	17483	11	9	1.41
English	33078	17483	11	9	1.41
devices	33078	17483	11	9	1.41
2022	33078	17483	11	9	1.41
1997	33078	17483	11	9	1.41
search	33078	17483	11	9	1.41
interfacing	33078	17483	5	5	1.38
truths	33078	17483	5	5	1.38
argumentation	33078	17483	5	5	1.38
original	33078	17483	5	5	1.38
distinction	33078	17483	5	5	1.38
introduces	33078	17483	5	5	1.38
Higher-order	33078	17483	5	5	1.38
47	33078	17483	5	5	1.38
Conference	33078	17483	5	5	1.38
non-monotonic	33078	17483	5	5	1.38
PLA	33078	17483	5	5	1.38
Common	33078	17483	5	5	1.38
Array	33078	17483	5	5	1.38
38	33078	17483	5	5	1.38
combines	33078	17483	5	5	1.38
ILP	33078	17483	5	5	1.38
philosophical	33078	17483	21	15	1.38
represent	33078	17483	21	15	1.38
Read	33078	17483	21	15	1.38
can	33078	17483	148	84	1.38
with	33078	17483	171	96	1.37
made	33078	17483	16	12	1.37
about	33078	17483	35	23	1.37
used	33078	17483	103	60	1.36
commonly	33078	17483	8	7	1.36
implement	33078	17483	8	7	1.36
2009	33078	17483	8	7	1.36
CPLDs	33078	17483	8	7	1.36
Abductive	33078	17483	8	7	1.36
basic	33078	17483	37	24	1.34
by	33078	17483	159	89	1.33
It	33078	17483	72	43	1.32
1	33078	17483	131	74	1.30
for	33078	17483	240	129	1.30
uses	33078	17483	18	13	1.30
rule	33078	17483	18	13	1.30
circuit	33078	17483	18	13	1.30
relational	33078	17483	13	10	1.29
set	33078	17483	38	24	1.23
into	33078	17483	68	40	1.22
principles	33078	17483	15	11	1.22
To	33078	17483	10	8	1.22
introduction	33078	17483	10	8	1.22
frame	33078	17483	10	8	1.22
positive	33078	17483	10	8	1.22
advantage	33078	17483	10	8	1.22
In	33078	17483	123	68	1.20
6	33078	17483	24	16	1.18
need	33078	17483	17	12	1.16
problem	33078	17483	26	17	1.15
systems	33078	17483	58	34	1.14
languages	33078	17483	39	24	1.14
Gottlob	33078	17483	7	6	1.14
represents	33078	17483	7	6	1.14
43	33078	17483	7	6	1.14
circuits	33078	17483	7	6	1.14
29	33078	17483	7	6	1.14
representing	33078	17483	7	6	1.14
existing	33078	17483	7	6	1.14
procedural	33078	17483	7	6	1.14
Wolf	33078	17483	7	6	1.14
de	33078	17483	7	6	1.14
somewhat	33078	17483	7	6	1.14
development	33078	17483	12	9	1.13
2021	33078	17483	12	9	1.13
from	33078	17483	107	58	1.13
7	33078	17483	19	13	1.13
9	33078	17483	19	13	1.13
which	33078	17483	101	55	1.12
Toggle	33078	17483	4	4	1.11
subsection	33078	17483	4	4	1.11
refers	33078	17483	4	4	1.11
frameworks	33078	17483	4	4	1.11
considers	33078	17483	4	4	1.11
suggested	33078	17483	4	4	1.11
understood	33078	17483	4	4	1.11
contrast	33078	17483	4	4	1.11
syllogism	33078	17483	4	4	1.11
traditional	33078	17483	4	4	1.11
formulae	33078	17483	4	4	1.11
contains	33078	17483	4	4	1.11
restricted	33078	17483	4	4	1.11
latter	33078	17483	4	4	1.11
Islamic	33078	17483	4	4	1.11
Later	33078	17483	4	4	1.11
Blair	33078	17483	4	4	1.11
265	33078	17483	4	4	1.11
48	33078	17483	4	4	1.11
Gödel	33078	17483	4	4	1.11
Inference	33078	17483	4	4	1.11
Argumentation	33078	17483	4	4	1.11
Metamathematics	33078	17483	4	4	1.11
active	33078	17483	4	4	1.11
accommodate	33078	17483	4	4	1.11
International	33078	17483	4	4	1.11
description	33078	17483	4	4	1.11
answer	33078	17483	4	4	1.11
Linear	33078	17483	4	4	1.11
Communications	33078	17483	4	4	1.11
elementary	33078	17483	4	4	1.11
equivalence	33078	17483	4	4	1.11
small	33078	17483	4	4	1.11
dealing	33078	17483	4	4	1.11
product	33078	17483	4	4	1.11
performance	33078	17483	4	4	1.11
arrays	33078	17483	4	4	1.11
IC	33078	17483	4	4	1.11
architecture	33078	17483	4	4	1.11
Complex	33078	17483	4	4	1.11
Field-programmable	33078	17483	4	4	1.11
Transaction	33078	17483	4	4	1.11
FGCS	33078	17483	4	4	1.11
Here	33078	17483	4	4	1.11
Category	33078	17483	4	4	1.11
notation	33078	17483	4	4	1.11
modular	33078	17483	4	4	1.11
bombs	33078	17483	4	4	1.11
situational	33078	17483	4	4	1.11
sustainable	33078	17483	4	4	1.11
gives	33078	17483	4	4	1.11
offers	33078	17483	4	4	1.11
indian	33078	17483	4	4	1.11
VVS	33078	17483	4	4	1.11
triple	33078	17483	4	4	1.11
query	33078	17483	4	4	1.11
also	33078	17483	81	45	1.10
them	33078	17483	21	14	1.10
predicates	33078	17483	21	14	1.10
Programming	33078	17483	21	14	1.10
representation	33078	17483	21	14	1.10
fields	33078	17483	14	10	1.08
13	33078	17483	14	10	1.08
Artificial	33078	17483	14	10	1.08
but	33078	17483	46	27	1.06
study	33078	17483	25	16	1.06
field	33078	17483	25	16	1.06
This	33078	17483	82	44	1.06
rules	33078	17483	78	41	1.04
see	33078	17483	16	11	1.04
correctness	33078	17483	9	7	1.04
together	33078	17483	9	7	1.04
syntactic	33078	17483	9	7	1.04
seen	33078	17483	9	7	1.04
AND	33078	17483	9	7	1.04
ISBN	33078	17483	9	7	1.04
our	33078	17483	9	7	1.04
R	33078	17483	9	7	1.04
See	33078	17483	9	7	1.04
Datalog	33078	17483	9	7	1.04
Y	33078	17483	9	7	1.04
theory	33078	17483	70	37	1.02
some	33078	17483	45	26	1.02
higher-order	33078	17483	18	12	1.01
Computational	33078	17483	11	8	0.98
History	33078	17483	11	8	0.98
main	33078	17483	11	8	0.98
makes	33078	17483	11	8	0.98
extended	33078	17483	11	8	0.98
sometimes	33078	17483	11	8	0.98
4	33078	17483	53	29	0.98
approach	33078	17483	26	16	0.97
17	33078	17483	13	9	0.94
database	33078	17483	13	9	0.94
clause	33078	17483	13	9	0.94
how	33078	17483	46	25	0.94
intended	33078	17483	6	5	0.93
thinking	33078	17483	6	5	0.93
whereas	33078	17483	6	5	0.93
33	33078	17483	6	5	0.93
cannot	33078	17483	6	5	0.93
distinct	33078	17483	6	5	0.93
part	33078	17483	6	5	0.93
structures	33078	17483	6	5	0.93
foundations	33078	17483	6	5	0.93
Aristotle	33078	17483	6	5	0.93
difference	33078	17483	6	5	0.93
he	33078	17483	6	5	0.93
foundation	33078	17483	6	5	0.93
List	33078	17483	6	5	0.93
varieties	33078	17483	6	5	0.93
2012	33078	17483	6	5	0.93
11	33078	17483	6	5	0.93
While	33078	17483	6	5	0.93
databases	33078	17483	6	5	0.93
far	33078	17483	6	5	0.93
From	33078	17483	6	5	0.93
GAL	33078	17483	6	5	0.93
implementation	33078	17483	6	5	0.93
implementations	33078	17483	6	5	0.93
result	33078	17483	6	5	0.93
fundamental	33078	17483	6	5	0.93
Semantic	33078	17483	6	5	0.93
growth	33078	17483	6	5	0.93
point	33078	17483	15	10	0.92
been	33078	17483	42	23	0.92
only	33078	17483	42	23	0.92
knowledge	33078	17483	42	23	0.92
sense	33078	17483	31	18	0.92
known	33078	17483	17	11	0.91
view	33078	17483	29	17	0.91
digital	33078	17483	19	12	0.91
learning	33078	17483	19	12	0.91
general	33078	17483	21	13	0.90
will	33078	17483	37	20	0.89
terms	33078	17483	32	18	0.88
at	33078	17483	35	19	0.88
studied	33078	17483	8	6	0.87
30	33078	17483	8	6	0.87
93	33078	17483	8	6	0.87
epistemic	33078	17483	8	6	0.87
Philosophical	33078	17483	8	6	0.87
solve	33078	17483	8	6	0.87
influential	33078	17483	8	6	0.87
Sandu	33078	17483	8	6	0.87
th	33078	17483	8	6	0.87
business	33078	17483	8	6	0.87
memory	33078	17483	8	6	0.87
context	33078	17483	8	6	0.87
PAL	33078	17483	8	6	0.87
Foundations	33078	17483	8	6	0.87
take	33078	17483	8	6	0.87
most	33078	17483	34	18	0.87
problems	33078	17483	26	15	0.86
called	33078	17483	26	15	0.86
facts	33078	17483	26	15	0.86
Web	33078	17483	24	14	0.85
5	33078	17483	30	16	0.84
natural	33078	17483	30	16	0.84
31	33078	17483	10	7	0.84
Cambridge	33078	17483	10	7	0.84
page	33078	17483	10	7	0.84
change	33078	17483	10	7	0.84
PLD	33078	17483	10	7	0.84
design	33078	17483	10	7	0.84
powerful	33078	17483	10	7	0.84
students	33078	17483	3	3	0.83
Nyaya	33078	17483	3	3	0.83
Greek	33078	17483	3	3	0.83
identical	33078	17483	3	3	0.83
37	33078	17483	3	3	0.83
substantive	33078	17483	3	3	0.83
Further	33078	17483	3	3	0.83
Truth	33078	17483	3	3	0.83
needed	33078	17483	3	3	0.83
canon	33078	17483	3	3	0.83
differs	33078	17483	3	3	0.83
aspect	33078	17483	3	3	0.83
Unlike	33078	17483	3	3	0.83
systematic	33078	17483	3	3	0.83
Major	33078	17483	3	3	0.83
Computer	33078	17483	3	3	0.83
works	33078	17483	3	3	0.83
produced	33078	17483	3	3	0.83
primarily	33078	17483	3	3	0.83
Principia	33078	17483	3	3	0.83
Mathematica	33078	17483	3	3	0.83
Modern	33078	17483	3	3	0.83
Weddle	33078	17483	3	3	0.83
eductive-inductive	33078	17483	3	3	0.83
Michaelson	33078	17483	3	3	0.83
Reimer	33078	17483	3	3	0.83
Burgess	33078	17483	3	3	0.83
Second	33078	17483	3	3	0.83
Spade	33078	17483	3	3	0.83
Robert	33078	17483	3	3	0.83
Dictionary	33078	17483	3	3	0.83
September	33078	17483	3	3	0.83
challenge	33078	17483	3	3	0.83
adopted	33078	17483	3	3	0.83
security	33078	17483	3	3	0.83
flexible	33078	17483	3	3	0.83
Representing	33078	17483	3	3	0.83
simplified	33078	17483	3	3	0.83
fluent	33078	17483	3	3	0.83
mathrm	33078	17483	3	3	0.83
oriented	33078	17483	3	3	0.83
1993	33078	17483	3	3	0.83
Cognitive	33078	17483	3	3	0.83
TPTP	33078	17483	3	3	0.83
variants	33078	17483	3	3	0.83
British	33078	17483	3	3	0.83
induction	33078	17483	3	3	0.83
Origin	33078	17483	3	3	0.83
First	33078	17483	3	3	0.83
programmed	33078	17483	3	3	0.83
generic	33078	17483	3	3	0.83
TMS	33078	17483	3	3	0.83
allowing	33078	17483	3	3	0.83
82	33078	17483	3	3	0.83
MMI	33078	17483	3	3	0.83
Generic	33078	17483	3	3	0.83
manufacturers	33078	17483	3	3	0.83
came	33078	17483	3	3	0.83
families	33078	17483	3	3	0.83
FPGA	33078	17483	3	3	0.83
Macrocell	33078	17483	3	3	0.83
pins	33078	17483	3	3	0.83
Asynchronous	33078	17483	3	3	0.83
Set	33078	17483	3	3	0.83
ASP	33078	17483	3	3	0.83
goal-reduction	33078	17483	3	3	0.83
clausal	33078	17483	3	3	0.83
discovered	33078	17483	3	3	0.83
goals	33078	17483	3	3	0.83
suggests	33078	17483	3	3	0.83
explicit	33078	17483	3	3	0.83
teaches(john	33078	17483	3	3	0.83
executed	33078	17483	3	3	0.83
know	33078	17483	3	3	0.83
Satisfiability	33078	17483	3	3	0.83
Vol	33078	17483	3	3	0.83
exchange	33078	17483	3	3	0.83
Concepts	33078	17483	3	3	0.83
Abstract	33078	17483	3	3	0.83
09	33078	17483	3	3	0.83
LAs	33078	17483	3	3	0.83
went	33078	17483	3	3	0.83
planting	33078	17483	3	3	0.83
min	33078	17483	3	3	0.83
limitations	33078	17483	3	3	0.83
library	33078	17483	3	3	0.83
Meander	33078	17483	3	3	0.83
compilation	33078	17483	3	3	0.83
optionally	33078	17483	3	3	0.83
enriched	33078	17483	3	3	0.83
Statements	33078	17483	3	3	0.83
Tim	33078	17483	3	3	0.83
invented(Tim	33078	17483	3	3	0.83
Running	33078	17483	3	3	0.83
restrictions	33078	17483	3	3	0.83
understand	33078	17483	12	8	0.83
mrow	33078	17483	16	10	0.82
class	33078	17483	16	10	0.82
MJX-TeXAtom-ORD	33078	17483	16	10	0.82
S	33078	17483	16	10	0.82
every	33078	17483	16	10	0.82
code	33078	17483	16	10	0.82
RIF	33078	17483	16	10	0.82
correct	33078	17483	14	9	0.82
20	33078	17483	14	9	0.82
Intelligence	33078	17483	14	9	0.82
propositions	33078	17483	27	14	0.82
MATH	33078	17483	27	14	0.82
often	33078	17483	23	13	0.81
given	33078	17483	24	13	0.79
proof	33078	17483	23	12	0.78
well	33078	17483	23	12	0.78
However	33078	17483	23	12	0.78
order	33078	17483	17	10	0.77
inferences	33078	17483	17	10	0.77
his	33078	17483	17	10	0.77
because	33078	17483	21	11	0.76
within	33078	17483	21	11	0.76
corresponding	33078	17483	21	11	0.76
provide	33078	17483	20	11	0.76
developed	33078	17483	20	11	0.76
theorem	33078	17483	15	9	0.75
several	33078	17483	15	9	0.75
defined	33078	17483	19	10	0.74
possible	33078	17483	19	10	0.74
without	33078	17483	19	10	0.74
Press	33078	17483	13	8	0.74
focus	33078	17483	13	8	0.74
Modal	33078	17483	5	4	0.74
assessing	33078	17483	5	4	0.74
syllogisms	33078	17483	5	4	0.74
Western	33078	17483	5	4	0.74
dominant	33078	17483	5	4	0.74
closely	33078	17483	5	4	0.74
analyze	33078	17483	5	4	0.74
encompasses	33078	17483	5	4	0.74
agreement	33078	17483	5	4	0.74
32	33078	17483	5	4	0.74
tables	33078	17483	5	4	0.74
Deductive	33078	17483	5	4	0.74
formalism	33078	17483	5	4	0.74
North	33078	17483	5	4	0.74
51	33078	17483	5	4	0.74
54	33078	17483	5	4	0.74
Proof	33078	17483	5	4	0.74
governed	33078	17483	5	4	0.74
Proceedings	33078	17483	5	4	0.74
Non-monotonic	33078	17483	5	4	0.74
engine	33078	17483	5	4	0.74
By	33078	17483	5	4	0.74
fixed	33078	17483	5	4	0.74
October	33078	17483	5	4	0.74
read	33078	17483	5	4	0.74
execution	33078	17483	5	4	0.74
computation	33078	17483	5	4	0.74
unique	33078	17483	5	4	0.74
solved	33078	17483	5	4	0.74
multiple	33078	17483	5	4	0.74
want	33078	17483	5	4	0.74
easier	33078	17483	5	4	0.74
descriptions	33078	17483	5	4	0.74
One	33078	17483	11	7	0.73
connectives	33078	17483	11	7	0.73
M	33078	17483	11	7	0.73
world	33078	17483	16	9	0.72
i.e	33078	17483	16	9	0.72
On	33078	17483	16	9	0.72
mstyle	33078	17483	16	9	0.72
even	33078	17483	17	9	0.72
ethics	33078	17483	9	6	0.72
related	33078	17483	9	6	0.72
so-called	33078	17483	9	6	0.72
over	33078	17483	9	6	0.72
forms	33078	17483	9	6	0.72
represented	33078	17483	9	6	0.72
proofs	33078	17483	9	6	0.72
large	33078	17483	9	6	0.72
machine	33078	17483	9	6	0.72
takes	33078	17483	7	5	0.72
18	33078	17483	7	5	0.72
23	33078	17483	7	5	0.72
additional	33078	17483	7	5	0.72
discipline	33078	17483	7	5	0.72
He	33078	17483	7	5	0.72
key	33078	17483	7	5	0.72
2014	33078	17483	7	5	0.72
much	33078	17483	7	5	0.72
challenges	33078	17483	7	5	0.72
queries	33078	17483	7	5	0.72
1988	33078	17483	7	5	0.72
allows	33078	17483	7	5	0.72
H	33078	17483	7	5	0.72
difficult	33078	17483	7	5	0.72
July	33078	17483	7	5	0.72
satisfiability	33078	17483	7	5	0.72
Logical	33078	17483	7	5	0.72
input	33078	17483	7	5	0.72
hypothesis	33078	17483	7	5	0.72
three	33078	17483	14	8	0.70
clauses	33078	17483	14	8	0.70
parts	33078	17483	14	7	0.69
types	33078	17483	14	7	0.69
16	33078	17483	14	7	0.69
choice	33078	17483	14	7	0.69
studies	33078	17483	12	7	0.67
application	33078	17483	12	7	0.67
particularly	33078	17483	12	7	0.67
meaning	33078	17483	13	7	0.66
University	33078	17483	13	7	0.66
expressive	33078	17483	13	7	0.66
P	33078	17483	12	6	0.66
methods	33078	17483	12	6	0.66
features	33078	17483	12	6	0.66
2000	33078	17483	12	6	0.66
information	33078	17483	12	6	0.66
course	33078	17483	10	6	0.65
c	33078	17483	10	6	0.65
similar	33078	17483	10	6	0.65
major	33078	17483	10	6	0.65
2020	33078	17483	10	6	0.65
extensions	33078	17483	10	6	0.65
directly	33078	17483	10	6	0.65
common	33078	17483	10	6	0.65
dialect	33078	17483	10	6	0.65
understanding	33078	17483	10	6	0.65
subset	33078	17483	10	6	0.65
show	33078	17483	11	6	0.63
inputs	33078	17483	11	6	0.63
lead	33078	17483	11	6	0.63
find	33078	17483	11	6	0.63
What	33078	17483	11	6	0.63
variety	33078	17483	8	5	0.62
15	33078	17483	8	5	0.62
own	33078	17483	8	5	0.62
contain	33078	17483	8	5	0.62
epistemology	33078	17483	8	5	0.62
invented	33078	17483	8	5	0.62
standard	33078	17483	8	5	0.62
Nature	33078	17483	8	5	0.62
method	33078	17483	8	5	0.62
equivalent	33078	17483	8	5	0.62
human	33078	17483	8	5	0.62
OR	33078	17483	8	5	0.62
full	33078	17483	10	5	0.62
define	33078	17483	10	5	0.62
who	33078	17483	10	5	0.62
J	33078	17483	10	5	0.62
able	33078	17483	10	5	0.62
e.g	33078	17483	10	5	0.62
extends	33078	17483	10	5	0.62
least	33078	17483	10	5	0.62
dialects	33078	17483	10	5	0.62
address	33078	17483	9	5	0.59
axioms	33078	17483	9	5	0.59
years	33078	17483	9	5	0.59
principle	33078	17483	9	5	0.59
expression	33078	17483	9	5	0.59
designs	33078	17483	6	4	0.58
associated	33078	17483	6	4	0.58
alternative	33078	17483	6	4	0.58
laws	33078	17483	6	4	0.58
widely	33078	17483	6	4	0.58
14	33078	17483	6	4	0.58
determine	33078	17483	6	4	0.58
complete	33078	17483	6	4	0.58
universal	33078	17483	6	4	0.58
59	33078	17483	6	4	0.58
areas	33078	17483	6	4	0.58
operations	33078	17483	6	4	0.58
2011	33078	17483	6	4	0.58
45	33078	17483	6	4	0.58
50	33078	17483	6	4	0.58
2001	33078	17483	6	4	0.58
2015	33078	17483	6	4	0.58
written	33078	17483	6	4	0.58
current	33078	17483	6	4	0.58
D	33078	17483	6	4	0.58
develop	33078	17483	6	4	0.58
specification	33078	17483	6	4	0.58
1980	33078	17483	6	4	0.58
automated	33078	17483	6	4	0.58
Moreover	33078	17483	6	4	0.58
underlying	33078	17483	6	4	0.58
showing	33078	17483	6	4	0.58
available	33078	17483	6	4	0.58
combination	33078	17483	6	4	0.58
programmer	33078	17483	6	4	0.58
differences	33078	17483	6	4	0.58
computational	33078	17483	6	4	0.58
solving	33078	17483	6	4	0.58
according	33078	17483	6	4	0.58
background	33078	17483	6	4	0.58
completeness	33078	17483	6	4	0.58
ontologies	33078	17483	6	4	0.58
among	33078	17483	6	4	0.58
RESOLVED	33078	17483	6	4	0.58
fallacies	33078	17483	8	4	0.57
approaches	33078	17483	8	4	0.57
intuitions	33078	17483	8	4	0.57
people	33078	17483	8	4	0.57
variables	33078	17483	8	4	0.57
had	33078	17483	8	4	0.57
output	33078	17483	8	4	0.57
domain	33078	17483	8	4	0.57
1990	33078	17483	8	4	0.57
noun	33078	17483	4	3	0.56
replaced	33078	17483	4	3	0.56
metaphysics	33078	17483	4	3	0.56
definitions	33078	17483	4	3	0.56
comes	33078	17483	4	3	0.56
39	33078	17483	4	3	0.56
hold	33078	17483	4	3	0.56
worlds	33078	17483	4	3	0.56
55	33078	17483	4	3	0.56
sound	33078	17483	4	3	0.56
95	33078	17483	4	3	0.56
great	33078	17483	4	3	0.56
intuitionistic	33078	17483	4	3	0.56
articles	33078	17483	4	3	0.56
branch	33078	17483	4	3	0.56
computing	33078	17483	4	3	0.56
innovations	33078	17483	4	3	0.56
discussion	33078	17483	4	3	0.56
regarded	33078	17483	4	3	0.56
36	33078	17483	4	3	0.56
d	33078	17483	4	3	0.56
46	33078	17483	4	3	0.56
49	33078	17483	4	3	0.56
2017	33078	17483	4	3	0.56
Encyclopædia	33078	17483	4	3	0.56
Britannica	33078	17483	4	3	0.56
Archived	33078	17483	4	3	0.56
Transactions	33078	17483	4	3	0.56
projects	33078	17483	4	3	0.56
refer	33078	17483	4	3	0.56
tool	33078	17483	4	3	0.56
analogous	33078	17483	4	3	0.56
considerably	33078	17483	4	3	0.56
1975	33078	17483	4	3	0.56
lambda	33078	17483	4	3	0.56
Computers	33078	17483	4	3	0.56
etc	33078	17483	4	3	0.56
offer	33078	17483	4	3	0.56
significant	33078	17483	4	3	0.56
Signetics	33078	17483	4	3	0.56
erasable	33078	17483	4	3	0.56
few	33078	17483	4	3	0.56
EPLD	33078	17483	4	3	0.56
integrated	33078	17483	4	3	0.56
specialized	33078	17483	4	3	0.56
1970	33078	17483	4	3	0.56
purely	33078	17483	4	3	0.56
subgoals	33078	17483	4	3	0.56
applies	33078	17483	4	3	0.56
planning	33078	17483	4	3	0.56
processing	33078	17483	4	3	0.56
David	33078	17483	4	3	0.56
mean	33078	17483	4	3	0.56
Automated	33078	17483	4	3	0.56
Digital	33078	17483	4	3	0.56
overlap	33078	17483	4	3	0.56
channel	33078	17483	4	3	0.56
create	33078	17483	4	3	0.56
SYLL	33078	17483	4	3	0.56
consistent	33078	17483	4	3	0.56
Python	33078	17483	4	3	0.56
growing	33078	17483	4	3	0.56
meets	33078	17483	4	3	0.56
indeed	33078	17483	4	3	0.56
microcontrollers	33078	17483	2	2	0.55
laboratory	33078	17483	2	2	0.55
activities	33078	17483	2	2	0.55
utilize	33078	17483	2	2	0.55
Higher	33078	17483	2	2	0.55
topic	33078	17483	2	2	0.55
countable	33078	17483	2	2	0.55
articulates	33078	17483	2	2	0.55
antiquity	33078	17483	2	2	0.55
Mohism	33078	17483	2	2	0.55
Today	33078	17483	2	2	0.55
explanations	33078	17483	2	2	0.55
characterizations	33078	17483	2	2	0.55
restrict	33078	17483	2	2	0.55
well-formed	33078	17483	2	2	0.55
slightly	33078	17483	2	2	0.55
Distinct	33078	17483	2	2	0.55
unable	33078	17483	2	2	0.55
Both	33078	17483	2	2	0.55
translating	33078	17483	2	2	0.55
examined	33078	17483	2	2	0.55
interchangeably	33078	17483	2	2	0.55
Diagram	33078	17483	2	2	0.55
ampliative	33078	17483	2	2	0.55
63	33078	17483	2	2	0.55
psychology	33078	17483	2	2	0.55
games	33078	17483	2	2	0.55
unless	33078	17483	2	2	0.55
thousand	33078	17483	2	2	0.55
syllogistics	33078	17483	2	2	0.55
expand	33078	17483	2	2	0.55
lie	33078	17483	2	2	0.55
comprises	33078	17483	2	2	0.55
atomic	33078	17483	2	2	0.55
exists	33078	17483	2	2	0.55
129	33078	17483	2	2	0.55
merely	33078	17483	2	2	0.55
correspond	33078	17483	2	2	0.55
Intuitionistic	33078	17483	2	2	0.55
135	33078	17483	2	2	0.55
deviations	33078	17483	2	2	0.55
